OrderID,OrderDate,Category,Region,Sales,Quantity,Discount,SubCategory,Profit
O1029,2031-02-19,Office Supplies,South,1037.03,6,0.1,Storage,281.68
O1030,2021-12-08,Technology,South,1395.19,2,0.15,Accessories,226.18
O1031,2025-09-21,Technology,Central,129.86,2,0.12,Machines,35.15
O1032,2033-02-09,Technology,Central,583.39,4,0.04,Phones,119.87
O1033,2025-11-28,Furniture,East,1642.08,8,0.11,Tables,447.86
O1034,2025-10-26,Office Supplies,South,178.19,5,0.27,Paper,32.24
O1035,2029-10-18,Furniture,Central,1713.86,9,0.23,Bookcases,302.81
O1036,2023-09-17,Technology,East,201.95,4,0.08,Accessories,58.07
O1037,2027-03-13,Office Supplies,West,1672.22,3,0.11,Paper,325.42
O1038,2027-10-19,Office Supplies,Central,734.36,8,0.18,Storage,99.07
O1039,2023-08-10,Office Supplies,West,1232.17,1,0.12,Paper,201.53
O1040,2022-12-24,Technology,East,322.72,9,0.15,Accessories,53.43
O1041,2030-04-13,Office Supplies,West,151.01,4,0.21,Binders,24.45
O1042,2026-09-11,Office Supplies,South,447.56,9,0.14,Paper,116.99
O1043,2028-06-10,Furniture,South,273.15,8,0.06,Bookcases,50.1
O1044,2027-05-22,Furniture,West,638.56,3,0.16,Bookcases,164.29
O1045,2030-03-31,Office Supplies,South,1038.48,3,0.11,Binders,294.75
O1046,2033-05-22,Office Supplies,East,1185.74,9,0.09,Storage,313.14
O1047,2025-02-09,Furniture,South,1583.94,3,0.1,Bookcases,451.49
O1048,2021-10-13,Furniture,West,1319.35,4,0.13,Bookcases,330.49
O1049,2030-07-28,Furniture,West,1225.34,9,0.27,Tables,176.75
O1050,2026-08-28,Technology,West,835.33,4,0.22,Phones,150.45
O1051,2023-02-08,Technology,Central,958.14,3,0.2,Machines,186.1
O1052,2029-05-16,Furniture,West,840.75,7,0.14,Chairs,125.3
O1053,2032-09-29,Office Supplies,East,1687.49,6,0.0,Binders,386.36
O1054,2026-12-02,Furniture,South,475.4,1,0.1,Chairs,108.63
O1055,2030-01-07,Technology,South,31.33,8,0.24,Machines,3.05
O1056,2023-08-05,Office Supplies,Central,1309.61,1,0.12,Art,372.91
O1057,2034-06-28,Technology,Central,420.88,4,0.17,Copiers,80.42
O1058,2030-02-18,Office Supplies,East,1782.43,6,0.06,Paper,404.63
O1059,2032-05-13,Technology,West,1720.91,6,0.27,Copiers,152.53
O1060,2034-05-28,Office Supplies,Central,171.92,7,0.28,Storage,21.06
O1061,2034-05-06,Office Supplies,South,230.65,5,0.04,Art,51.98
O1062,2025-01-21,Office Supplies,Central,1000.44,5,0.22,Storage,103.23
O1063,2026-03-17,Office Supplies,Central,1226.26,4,0.02,Storage,410.86
O1064,2030-06-14,Technology,West,564.32,6,0.18,Machines,84.51
O1065,2032-02-17,Technology,Central,1439.26,7,0.05,Phones,400.94
O1066,2021-02-24,Office Supplies,East,1197.93,1,0.04,Binders,232.04
O1067,2025-12-29,Office Supplies,South,663.15,9,0.0,Art,223.47
O1068,2030-06-25,Technology,West,70.24,8,0.28,Accessories,10.44
O1069,2029-06-07,Office Supplies,South,1505.3,7,0.25,Storage,261.22
O1070,2023-04-13,Office Supplies,East,445.21,9,0.02,Binders,136.8
O1071,2033-01-26,Office Supplies,East,1672.26,3,0.18,Art,335.94
O1072,2028-09-07,Furniture,Central,852.17,4,0.07,Tables,149.67
O1073,2027-10-27,Office Supplies,Central,1162.61,7,0.08,Storage,260.93
O1074,2021-11-24,Furniture,Central,1748.44,6,0.26,Furnishings,191.11
O1075,2030-01-24,Office Supplies,South,1729.97,2,0.03,Art,446.35
O1076,2030-01-14,Technology,East,755.61,2,0.18,Machines,128.94
O1077,2031-01-24,Furniture,West,433.6,7,0.12,Bookcases,114.46
O1078,2029-05-13,Furniture,Central,1554.79,9,0.06,Chairs,321.93
O1079,2026-11-14,Office Supplies,South,877.5,9,0.14,Storage,140.57
O1080,2024-08-04,Office Supplies,Central,400.24,7,0.28,Storage,81.53
O1081,2029-09-27,Furniture,East,1810.76,8,0.23,Chairs,411.82
O1082,2027-12-14,Technology,West,412.25,3,0.04,Machines,135.64
O1083,2031-11-28,Technology,East,71.1,1,0.25,Accessories,11.39
O1084,2033-06-14,Office Supplies,South,60.15,7,0.28,Paper,4.63
O1085,2021-06-14,Technology,Central,1252.18,8,0.08,Phones,365.67
O1086,2032-09-17,Technology,East,1330.12,2,0.1,Phones,228.47
O1087,2023-04-03,Office Supplies,South,635.86,9,0.04,Art,129.3
O1088,2023-08-02,Technology,Central,653.62,4,0.1,Accessories,117.0
O1089,2033-02-12,Office Supplies,West,692.2,9,0.2,Paper,137.06
O1090,2023-02-14,Furniture,East,1366.71,3,0.08,Furnishings,240.65
O1091,2027-01-08,Office Supplies,Central,135.1,8,0.0,Binders,42.79
O1092,2029-08-23,Furniture,Central,1859.65,2,0.1,Chairs,295.2
O1093,2032-08-13,Furniture,Central,460.59,3,0.14,Furnishings,67.51
O1094,2031-02-13,Technology,Central,1999.35,1,0.17,Phones,360.23
O1095,2030-06-15,Technology,East,359.61,5,0.21,Copiers,54.62
O1096,2023-07-04,Technology,Central,1547.66,4,0.02,Phones,523.82
O1097,2024-08-01,Office Supplies,South,462.36,1,0.14,Storage,127.16
O1098,2032-06-09,Technology,East,180.08,9,0.08,Accessories,33.94
O1099,2022-05-29,Furniture,Central,1752.37,6,0.28,Tables,353.98
O1100,2026-04-05,Technology,East,1720.33,6,0.11,Phones,428.09
O1101,2030-11-04,Technology,South,819.07,2,0.03,Machines,201.76
O1102,2034-04-04,Office Supplies,South,1410.74,7,0.01,Binders,431.61
O1103,2024-11-10,Office Supplies,East,1122.99,9,0.08,Art,331.31
O1104,2034-02-24,Furniture,Central,1708.85,6,0.05,Tables,345.22
O1105,2033-07-03,Office Supplies,Central,643.81,8,0.19,Paper,86.53
O1106,2029-09-26,Technology,South,1056.87,5,0.25,Accessories,144.06
O1107,2033-04-19,Office Supplies,Central,981.04,2,0.09,Art,176.96
O1108,2025-04-05,Furniture,South,720.73,4,0.17,Furnishings,121.85
O1109,2023-03-16,Technology,Central,1785.08,1,0.22,Accessories,333.55
O1110,2024-07-03,Furniture,South,348.44,1,0.12,Chairs,91.26
O1111,2030-10-18,Office Supplies,West,316.03,6,0.02,Art,74.36
O1112,2028-12-11,Office Supplies,Central,1162.28,2,0.07,Storage,240.89
O1113,2024-10-19,Furniture,Central,1321.84,6,0.26,Tables,247.13
O1114,2033-11-02,Technology,Central,405.35,1,0.25,Machines,53.57
O1115,2028-07-24,Office Supplies,East,793.62,3,0.03,Paper,244.25
O1116,2028-05-03,Office Supplies,Central,1894.2,9,0.07,Storage,594.79
O1117,2026-10-08,Technology,East,508.3,2,0.23,Phones,117.9
O1118,2032-07-25,Office Supplies,East,1343.35,8,0.15,Storage,301.45
O1119,2034-03-25,Furniture,South,1485.5,6,0.23,Chairs,209.87
O1120,2028-07-31,Office Supplies,East,907.29,6,0.06,Binders,163.15
O1121,2031-10-29,Office Supplies,East,1876.3,7,0.29,Art,310.91
O1122,2029-09-22,Technology,West,1478.58,5,0.24,Phones,335.19
O1123,2029-12-25,Furniture,Central,926.69,4,0.06,Chairs,166.99
O1124,2028-01-18,Technology,East,1147.28,6,0.17,Phones,133.0
O1125,2033-08-22,Office Supplies,Central,1391.37,8,0.03,Paper,431.0
O1126,2028-02-13,Office Supplies,East,1192.54,4,0.11,Art,191.21
O1127,2032-01-17,Technology,South,1759.82,5,0.2,Machines,197.53
O1128,2021-08-25,Technology,West,726.64,7,0.1,Phones,208.22
O1129,2024-07-28,Technology,East,613.77,6,0.2,Accessories,68.7
O1130,2030-05-24,Furniture,Central,443.4,4,0.07,Chairs,80.74
O1131,2024-07-25,Office Supplies,South,94.81,4,0.22,Art,16.63
O1132,2027-12-17,Technology,Central,105.17,4,0.11,Machines,27.19
O1133,2026-08-14,Office Supplies,South,1742.71,1,0.24,Art,243.87
O1134,2022-03-18,Furniture,West,1363.22,5,0.04,Furnishings,331.38
O1135,2026-09-08,Furniture,South,1327.85,8,0.11,Tables,318.54
O1136,2029-09-16,Furniture,Central,1236.99,7,0.14,Bookcases,254.59
O1137,2028-04-11,Furniture,Central,1701.45,5,0.13,Bookcases,234.45
O1138,2031-05-27,Office Supplies,East,970.93,3,0.13,Paper,147.62
O1139,2023-03-16,Furniture,South,1743.41,1,0.13,Chairs,387.46
O1140,2021-03-16,Furniture,Central,731.7,7,0.3,Furnishings,123.69
O1141,2026-12-16,Technology,East,1854.88,3,0.06,Machines,527.65
O1142,2031-09-30,Furniture,West,1403.34,4,0.23,Furnishings,275.07
O1143,2026-09-21,Technology,Central,529.21,5,0.17,Accessories,122.08
O1144,2021-02-10,Furniture,East,1136.89,8,0.12,Tables,166.74
O1145,2026-09-13,Furniture,Central,1075.4,7,0.19,Furnishings,257.31
O1146,2033-10-28,Technology,South,293.04,9,0.26,Machines,59.6
O1147,2025-06-11,Furniture,East,1190.66,3,0.14,Chairs,249.79
O1148,2021-12-08,Office Supplies,South,643.28,1,0.26,Storage,69.02
O1149,2032-02-05,Office Supplies,West,123.65,1,0.03,Paper,33.86
O1150,2026-09-06,Furniture,South,1898.34,1,0.2,Bookcases,348.69
O1151,2022-10-08,Office Supplies,East,1290.15,2,0.1,Art,236.67
O1152,2034-03-20,Technology,Central,1756.3,2,0.12,Copiers,404.77
O1153,2032-09-03,Furniture,East,1358.59,7,0.17,Bookcases,318.72
O1154,2022-09-02,Furniture,South,726.83,9,0.14,Tables,182.37
O1155,2022-03-31,Technology,South,1035.12,8,0.11,Accessories,159.36
O1156,2029-02-01,Technology,Central,1357.98,4,0.09,Phones,250.65
O1157,2025-09-05,Technology,West,1921.3,2,0.19,Machines,394.32
O1158,2030-07-05,Furniture,East,522.27,3,0.15,Chairs,132.64
O1159,2029-02-17,Technology,Central,1752.45,5,0.1,Accessories,399.88
O1160,2029-04-17,Technology,Central,1849.67,9,0.06,Phones,510.75
O1161,2034-02-19,Office Supplies,Central,1347.42,8,0.23,Storage,118.79
O1162,2028-05-05,Office Supplies,East,1863.91,3,0.24,Storage,319.22
O1163,2030-12-09,Furniture,East,807.8,9,0.06,Tables,253.88
O1164,2032-07-27,Office Supplies,East,1906.97,3,0.08,Storage,494.2
O1165,2029-05-26,Office Supplies,West,1411.51,8,0.07,Art,428.17
O1166,2024-10-18,Technology,Central,103.17,1,0.27,Accessories,15.47
O1167,2031-05-05,Technology,South,1815.61,4,0.23,Machines,384.01
O1168,2028-11-06,Office Supplies,South,979.26,4,0.02,Paper,204.3
O1169,2034-02-10,Office Supplies,Central,931.45,6,0.25,Paper,87.12
O1170,2030-03-18,Office Supplies,South,1141.6,2,0.01,Storage,243.19
O1171,2034-05-22,Furniture,West,315.78,7,0.08,Tables,73.68
O1172,2032-04-17,Furniture,West,948.95,5,0.28,Tables,103.95
O1173,2021-05-29,Furniture,East,1665.63,6,0.26,Chairs,296.28
O1174,2031-07-18,Office Supplies,East,50.66,6,0.23,Storage,11.17
O1175,2026-08-21,Office Supplies,East,560.38,6,0.14,Art,124.91
O1176,2024-02-11,Furniture,East,24.86,8,0.1,Tables,4.52
O1177,2021-07-06,Furniture,East,843.11,4,0.26,Furnishings,176.74
O1178,2028-10-25,Office Supplies,South,1462.06,8,0.2,Binders,261.97
O1179,2024-06-04,Technology,South,1601.57,9,0.09,Accessories,421.2
O1180,2024-08-26,Furniture,East,1891.48,4,0.14,Furnishings,498.55
O1181,2032-06-25,Office Supplies,West,1224.84,1,0.26,Storage,267.6
O1182,2032-05-13,Office Supplies,South,524.16,3,0.27,Binders,73.86
O1183,2028-06-04,Technology,West,1849.81,1,0.2,Phones,409.2
O1184,2034-04-16,Office Supplies,West,1555.13,7,0.22,Art,272.19
O1185,2033-04-29,Office Supplies,Central,1157.37,1,0.01,Paper,310.14
O1186,2025-11-21,Furniture,Central,1397.37,4,0.18,Tables,266.42
O1187,2023-01-21,Furniture,East,1850.15,1,0.21,Bookcases,310.16
O1188,2025-10-29,Technology,West,1430.54,2,0.01,Copiers,369.3
O1189,2031-09-26,Technology,South,749.38,1,0.25,Accessories,137.55
O1190,2033-03-19,Office Supplies,Central,1431.8,5,0.28,Binders,139.53
O1191,2022-04-27,Furniture,Central,99.75,7,0.07,Bookcases,25.68
O1192,2021-06-03,Technology,West,785.1,3,0.25,Copiers,142.84
O1193,2025-03-05,Technology,Central,824.52,8,0.2,Phones,192.78
O1194,2026-10-22,Technology,Central,350.34,5,0.17,Accessories,57.73
O1195,2027-06-02,Office Supplies,South,65.71,5,0.25,Art,13.41
O1196,2024-05-25,Furniture,West,284.09,5,0.09,Bookcases,84.32
O1197,2021-03-02,Technology,Central,1316.15,8,0.24,Phones,233.36
O1198,2023-07-28,Furniture,West,1608.53,2,0.09,Bookcases,435.45
O1199,2025-06-28,Technology,Central,1976.64,2,0.24,Phones,278.42
O1200,2032-04-13,Technology,South,705.8,8,0.14,Copiers,192.56
O1201,2032-07-28,Furniture,West,1206.77,9,0.04,Tables,338.65
O1202,2030-10-10,Furniture,Central,1875.55,2,0.11,Chairs,359.21
O1203,2024-06-06,Furniture,South,350.74,4,0.07,Furnishings,79.14
O1204,2032-07-05,Office Supplies,Central,1440.94,8,0.03,Art,400.1
O1205,2021-06-21,Technology,West,1514.86,2,0.03,Copiers,333.45
O1206,2024-12-29,Office Supplies,Central,196.17,4,0.23,Art,38.86
O1207,2030-09-20,Furniture,West,1725.27,1,0.26,Bookcases,178.92
O1208,2032-06-29,Technology,West,1629.95,2,0.28,Phones,242.49
O1209,2027-05-12,Office Supplies,Central,86.14,7,0.26,Binders,15.04
O1210,2025-06-25,Technology,South,200.35,1,0.25,Machines,40.86
O1211,2029-07-13,Office Supplies,East,117.27,1,0.02,Art,35.19
O1212,2032-03-14,Furniture,South,682.79,2,0.24,Tables,136.44
O1213,2029-03-24,Office Supplies,South,1028.39,4,0.23,Binders,228.24
O1214,2021-11-26,Technology,Central,1074.05,7,0.04,Machines,289.63
O1215,2030-12-20,Technology,South,549.98,4,0.2,Machines,124.81
O1216,2031-08-31,Technology,South,1824.96,5,0.14,Machines,300.72
O1217,2032-03-31,Technology,East,749.16,4,0.27,Copiers,140.25
O1218,2024-09-03,Furniture,South,110.19,4,0.21,Tables,14.13
O1219,2031-01-12,Office Supplies,East,614.45,9,0.29,Binders,119.94
O1220,2021-08-04,Furniture,Central,1071.6,6,0.03,Furnishings,251.29
O1221,2021-12-05,Furniture,East,828.28,3,0.01,Furnishings,182.86
O1222,2032-02-15,Furniture,West,562.21,6,0.29,Furnishings,43.42
O1223,2028-06-01,Technology,West,280.02,7,0.02,Copiers,61.07
O1224,2029-08-19,Technology,East,1641.95,7,0.12,Phones,340.1
O1225,2025-10-17,Technology,West,1992.37,8,0.19,Machines,365.25
O1226,2027-08-19,Office Supplies,Central,672.49,4,0.26,Art,139.25
O1227,2022-12-11,Technology,West,775.61,1,0.08,Copiers,168.43
O1228,2031-03-16,Office Supplies,East,1243.71,6,0.01,Storage,283.1
O1229,2030-12-22,Technology,Central,1442.51,8,0.16,Accessories,334.05
O1230,2031-12-08,Technology,West,796.22,5,0.14,Accessories,119.59
O1231,2022-05-04,Furniture,Central,1811.76,3,0.09,Chairs,523.31
O1232,2021-02-16,Furniture,East,1128.81,4,0.26,Tables,148.34
O1233,2030-03-14,Furniture,West,911.77,8,0.22,Chairs,166.01
O1234,2034-05-06,Office Supplies,Central,1300.41,6,0.26,Paper,127.35
O1235,2034-02-28,Office Supplies,Central,1906.55,5,0.05,Art,375.27
O1236,2022-02-05,Technology,West,1593.21,9,0.21,Accessories,342.26
O1237,2031-12-05,Office Supplies,Central,99.23,3,0.29,Art,11.85
O1238,2029-08-24,Technology,Central,677.97,7,0.18,Phones,174.92
O1239,2032-11-24,Office Supplies,East,951.68,9,0.05,Paper,241.39
O1240,2022-01-26,Office Supplies,East,642.74,4,0.3,Paper,113.67
O1241,2031-07-21,Office Supplies,East,1406.37,3,0.16,Paper,375.49
O1242,2033-02-17,Furniture,East,1656.01,1,0.25,Furnishings,194.04
O1243,2022-09-21,Office Supplies,East,1468.06,9,0.04,Art,440.61
O1244,2032-08-03,Furniture,East,1978.88,1,0.2,Tables,204.42
O1245,2029-01-09,Furniture,West,559.64,2,0.27,Chairs,93.44
O1246,2025-03-02,Office Supplies,East,1752.48,9,0.16,Art,406.19
O1247,2023-04-07,Technology,Central,1537.91,5,0.09,Copiers,348.5
O1248,2034-03-16,Technology,West,737.11,4,0.04,Phones,150.6
O1249,2025-02-09,Technology,Central,1473.57,9,0.09,Phones,364.72
O1250,2030-01-08,Office Supplies,East,226.07,9,0.11,Binders,63.22
O1251,2027-08-17,Technology,East,1582.88,2,0.21,Machines,371.5
O1252,2023-07-24,Furniture,Central,1074.01,3,0.05,Tables,308.15
O1253,2029-05-01,Technology,Central,598.73,3,0.03,Accessories,134.45
O1254,2033-04-25,Office Supplies,Central,1318.44,5,0.12,Storage,356.7
O1255,2025-01-06,Technology,South,1290.41,3,0.14,Accessories,339.8
O1256,2030-10-02,Furniture,South,434.78,6,0.19,Bookcases,69.6
O1257,2022-09-07,Office Supplies,South,80.19,2,0.21,Storage,9.82
O1258,2024-03-28,Technology,South,878.57,6,0.27,Accessories,172.37
O1259,2029-10-29,Office Supplies,West,1147.63,6,0.09,Storage,330.25
O1260,2028-04-21,Office Supplies,East,1755.68,2,0.16,Binders,237.26
O1261,2021-05-11,Office Supplies,Central,1857.87,6,0.11,Binders,538.87
O1262,2029-03-03,Technology,East,1067.03,6,0.0,Phones,298.73
O1263,2032-09-18,Office Supplies,Central,1512.53,6,0.17,Art,399.4
O1264,2033-03-18,Technology,East,889.82,5,0.24,Copiers,130.58
O1265,2021-02-08,Furniture,West,1497.24,7,0.01,Bookcases,411.73
O1266,2031-11-04,Technology,South,425.51,5,0.0,Phones,102.09
O1267,2030-10-28,Furniture,East,754.71,1,0.22,Furnishings,169.69
O1268,2023-07-10,Technology,Central,1275.77,9,0.21,Accessories,206.11
O1269,2028-08-01,Office Supplies,East,55.95,3,0.12,Binders,14.67
O1270,2032-04-04,Technology,West,1450.47,2,0.2,Machines,162.39
O1271,2022-05-08,Office Supplies,West,1674.36,6,0.29,Paper,290.06
O1272,2024-02-06,Furniture,East,810.3,8,0.07,Furnishings,193.29
O1273,2030-08-23,Technology,South,906.93,2,0.07,Accessories,150.38
O1274,2021-11-07,Office Supplies,Central,1705.54,4,0.06,Storage,347.83
O1275,2023-01-09,Furniture,West,1555.8,2,0.22,Bookcases,185.23
O1276,2029-11-16,Furniture,West,590.54,9,0.11,Furnishings,152.22
O1277,2022-06-30,Technology,East,661.47,2,0.3,Machines,80.42
O1278,2027-09-28,Furniture,West,1364.18,2,0.21,Tables,162.28
O1279,2032-11-25,Office Supplies,West,1135.13,5,0.11,Art,208.32
O1280,2034-04-17,Furniture,Central,341.21,5,0.04,Furnishings,87.22
O1281,2025-12-10,Furniture,South,633.66,7,0.18,Tables,71.57
O1282,2029-10-18,Office Supplies,Central,1801.97,1,0.09,Paper,393.94
O1283,2031-06-08,Furniture,South,1382.59,2,0.27,Bookcases,230.49
O1284,2023-03-25,Furniture,Central,1972.23,6,0.13,Chairs,419.42
O1285,2032-04-17,Furniture,East,1538.68,2,0.09,Furnishings,376.54
O1286,2026-07-26,Furniture,West,1885.11,4,0.18,Tables,299.72
O1287,2033-07-09,Office Supplies,South,448.05,6,0.04,Storage,92.95
O1288,2033-01-31,Furniture,East,1547.54,7,0.17,Chairs,365.93
O1289,2021-09-02,Office Supplies,West,60.03,5,0.02,Art,19.56
O1290,2034-04-06,Furniture,West,1348.1,8,0.18,Bookcases,251.57
O1291,2034-02-14,Furniture,West,949.18,6,0.16,Chairs,157.33
O1292,2021-09-29,Furniture,Central,706.58,5,0.16,Furnishings,138.97
O1293,2030-08-13,Furniture,East,1727.56,4,0.21,Bookcases,391.89
O1294,2025-11-07,Office Supplies,East,1711.45,6,0.01,Art,511.23
O1295,2024-06-16,Office Supplies,West,64.16,6,0.14,Binders,16.6
O1296,2027-08-22,Office Supplies,South,1226.82,6,0.13,Paper,226.05
O1297,2032-12-10,Technology,East,748.31,1,0.14,Copiers,177.2
O1298,2023-07-10,Furniture,Central,843.01,6,0.29,Chairs,128.94
O1299,2030-05-24,Furniture,South,1667.44,1,0.04,Furnishings,443.11
O1300,2033-02-22,Office Supplies,South,633.48,5,0.21,Binders,110.37
O1301,2033-04-12,Technology,South,1887.24,7,0.12,Phones,420.19
O1302,2028-03-09,Furniture,South,375.67,1,0.15,Tables,94.84
O1303,2031-04-19,Office Supplies,East,1332.19,1,0.23,Storage,296.28
O1304,2026-08-13,Furniture,West,1350.77,6,0.05,Chairs,259.25
O1305,2030-08-02,Furniture,South,519.35,7,0.23,Tables,88.45
O1306,2024-03-11,Office Supplies,Central,663.01,6,0.02,Paper,217.31
O1307,2022-01-11,Office Supplies,Central,1672.9,5,0.14,Paper,251.29
O1308,2026-07-27,Furniture,West,1528.37,6,0.22,Furnishings,232.2
O1309,2021-05-26,Furniture,East,671.61,3,0.06,Tables,123.15
O1310,2033-01-06,Office Supplies,West,1077.23,9,0.23,Paper,109.9
O1311,2022-03-08,Furniture,South,142.13,5,0.05,Tables,44.15
O1312,2022-12-06,Furniture,East,433.32,2,0.24,Tables,63.67
O1313,2028-03-17,Office Supplies,East,981.92,7,0.14,Storage,229.09
O1314,2033-04-22,Furniture,South,190.23,3,0.21,Bookcases,22.04
O1315,2023-08-22,Furniture,Central,1689.8,1,0.28,Tables,106.95
O1316,2027-02-13,Technology,South,1441.65,3,0.12,Phones,394.4
O1317,2026-08-04,Office Supplies,West,1888.39,9,0.07,Art,474.33
O1318,2026-01-03,Technology,South,1393.06,5,0.26,Phones,101.69
O1319,2026-10-10,Technology,Central,1881.99,7,0.05,Phones,609.48
O1320,2032-02-21,Technology,South,1117.93,3,0.19,Accessories,199.92
O1321,2023-07-28,Furniture,West,1208.43,4,0.28,Chairs,158.77
O1322,2034-02-27,Furniture,West,1954.4,1,0.2,Bookcases,377.47
O1323,2023-03-18,Technology,Central,1291.42,3,0.06,Copiers,221.07
O1324,2025-01-03,Technology,West,80.96,7,0.05,Machines,21.08
O1325,2030-05-09,Technology,West,1453.13,4,0.08,Copiers,369.71
O1326,2021-01-11,Furniture,South,1812.83,2,0.12,Bookcases,334.55
O1327,2026-02-12,Technology,East,1595.25,5,0.05,Accessories,453.1
O1328,2034-04-30,Technology,West,1175.99,5,0.24,Copiers,160.66
O1329,2023-06-04,Office Supplies,West,1349.18,2,0.11,Binders,340.89
O1330,2030-10-05,Office Supplies,Central,1980.58,6,0.28,Binders,161.56
O1331,2024-10-21,Furniture,Central,199.51,4,0.25,Bookcases,42.31
O1332,2030-04-25,Office Supplies,South,1341.14,1,0.27,Art,264.1
O1333,2032-10-31,Office Supplies,South,581.13,3,0.09,Art,103.21
O1334,2023-04-05,Office Supplies,West,1287.38,9,0.17,Art,329.27
O1335,2027-03-16,Furniture,East,1223.09,7,0.1,Bookcases,285.8
O1336,2023-07-26,Office Supplies,East,323.84,6,0.08,Art,85.9
O1337,2028-09-01,Furniture,South,429.36,1,0.18,Bookcases,101.35
O1338,2027-12-29,Technology,Central,1250.83,9,0.25,Phones,109.49
O1339,2031-07-13,Office Supplies,West,273.9,9,0.03,Art,57.63
O1340,2025-12-02,Furniture,West,545.06,1,0.08,Furnishings,110.95
O1341,2021-02-23,Office Supplies,East,1673.79,6,0.06,Art,404.36
O1342,2022-12-28,Technology,South,667.64,7,0.24,Phones,88.07
O1343,2028-06-29,Furniture,East,986.36,2,0.28,Bookcases,134.02
O1344,2029-09-06,Furniture,East,1883.46,8,0.02,Chairs,410.38
O1345,2026-03-29,Furniture,South,469.76,8,0.11,Chairs,116.18
O1346,2025-05-16,Technology,Central,791.46,6,0.27,Accessories,58.06
O1347,2026-03-30,Technology,West,1220.79,9,0.1,Machines,249.31
O1348,2027-10-03,Technology,Central,1515.57,3,0.21,Copiers,184.68
O1349,2028-06-30,Furniture,South,1805.27,2,0.03,Bookcases,531.63
O1350,2023-04-30,Technology,South,1832.64,2,0.13,Accessories,490.32
O1351,2026-10-11,Office Supplies,West,1557.75,6,0.15,Paper,213.13
O1352,2021-01-03,Technology,Central,472.1,7,0.23,Phones,95.72
O1353,2032-08-26,Furniture,West,69.12,6,0.09,Tables,20.0
O1354,2032-02-22,Office Supplies,East,779.87,3,0.08,Storage,238.71
O1355,2034-05-09,Technology,East,300.27,5,0.09,Copiers,72.64
O1356,2023-06-12,Office Supplies,East,1426.57,8,0.17,Storage,234.11
O1357,2026-07-24,Office Supplies,Central,1329.04,6,0.26,Binders,157.22
O1358,2029-08-27,Furniture,East,107.06,2,0.25,Furnishings,14.12
O1359,2027-07-05,Office Supplies,West,1676.46,7,0.02,Art,472.59
O1360,2033-10-20,Office Supplies,Central,512.51,8,0.26,Binders,73.56
O1361,2026-04-18,Furniture,West,875.81,4,0.03,Bookcases,247.89
O1362,2024-10-12,Furniture,South,1342.51,1,0.12,Bookcases,195.87
O1363,2031-01-30,Furniture,Central,870.25,2,0.23,Chairs,87.79
O1364,2024-07-14,Office Supplies,West,893.75,4,0.02,Binders,300.73
O1365,2025-06-29,Office Supplies,West,149.94,7,0.01,Paper,51.63
O1366,2028-05-06,Office Supplies,Central,814.86,2,0.1,Binders,213.49
O1367,2023-09-15,Furniture,South,1534.4,6,0.22,Furnishings,197.11
O1368,2024-05-03,Technology,Central,1832.05,2,0.16,Phones,481.84
O1369,2024-09-17,Office Supplies,East,838.72,7,0.13,Storage,140.11
O1370,2032-09-05,Technology,East,858.7,2,0.24,Copiers,162.91
O1371,2033-08-22,Furniture,South,1411.2,3,0.23,Bookcases,144.35
O1372,2032-04-28,Office Supplies,West,1886.69,9,0.24,Art,334.58
O1373,2025-04-10,Technology,West,548.78,4,0.14,Machines,133.86
O1374,2024-11-19,Office Supplies,West,891.49,5,0.01,Paper,288.79
O1375,2023-08-13,Office Supplies,Central,1596.03,9,0.05,Binders,455.1
O1376,2023-09-11,Office Supplies,Central,1227.19,7,0.22,Paper,280.44
O1377,2023-09-02,Technology,South,238.96,8,0.23,Phones,38.98
O1378,2032-04-26,Furniture,East,1262.91,3,0.29,Chairs,197.79
O1379,2031-11-17,Office Supplies,West,389.76,4,0.06,Art,87.86
O1380,2023-07-03,Furniture,East,1030.23,7,0.04,Bookcases,187.05
O1381,2033-06-16,Furniture,Central,1067.62,4,0.04,Chairs,313.35
O1382,2021-02-06,Technology,Central,1754.88,2,0.06,Machines,527.3
O1383,2030-04-11,Technology,Central,935.74,6,0.16,Accessories,136.7
O1384,2025-09-08,Furniture,East,573.3,9,0.29,Bookcases,33.99
O1385,2029-04-09,Office Supplies,South,477.31,2,0.18,Paper,64.28
O1386,2023-03-07,Technology,South,1751.02,1,0.16,Accessories,445.27
O1387,2032-01-20,Office Supplies,Central,358.6,8,0.2,Art,51.76
O1388,2033-11-02,Office Supplies,West,863.22,1,0.02,Storage,194.27
O1389,2029-07-09,Office Supplies,East,390.6,1,0.24,Binders,32.1
O1390,2024-08-17,Furniture,Central,1551.14,3,0.19,Tables,231.99
O1391,2021-11-14,Office Supplies,East,959.26,5,0.05,Binders,270.84
O1392,2027-07-25,Furniture,East,715.26,9,0.19,Bookcases,178.0
O1393,2026-12-03,Furniture,South,734.98,2,0.18,Furnishings,115.33
O1394,2028-07-08,Office Supplies,Central,1707.38,1,0.02,Art,386.04
O1395,2025-05-11,Office Supplies,South,1116.47,1,0.08,Art,327.36
O1396,2029-07-09,Office Supplies,Central,1441.38,8,0.12,Binders,386.11
O1397,2031-10-06,Office Supplies,East,1796.14,2,0.07,Binders,384.78
O1398,2026-06-20,Furniture,South,1805.45,9,0.07,Bookcases,316.53
